PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,Cabin,Sex_male,Embarked_Q,Embarked_S
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",19.0,1,0,350046,7.8542,147,False,False,True
683,0,3,"Olsvigen, Mr. Thor Anderson",20.0,0,0,6563,9.225,147,True,False,True
539,0,3,"Risien, Mr. Samuel Beard",,0,0,364498,14.5,147,True,False,True
820,0,3,"Skoog, Master. Karl Thorsten",10.0,3,2,347088,27.9,147,True,False,True
31,0,1,"Uruchurtu, Don. Manuel E",40.0,0,0,PC 17601,27.7208,147,True,False,False
674,1,2,"Wilhelms, Mr. Charles",31.0,0,0,244270,13.0,147,True,False,True
64,0,3,"Skoog, Master. Harald",4.0,3,2,347088,27.9,147,True,False,True
397,0,3,"Olsson, Miss. Elina",31.0,0,0,350407,7.8542,147,False,False,True
878,0,3,"Petroff, Mr. Nedelio",19.0,0,0,349212,7.8958,147,True,False,True
142,1,3,"Nysten, Miss. Anna Sofia",22.0,0,0,347081,7.75,147,False,False,True
794,0,1,"Hoyt, Mr. William Fisher",,0,0,PC 17600,30.6958,147,True,False,False
236,0,3,"Harknett, Miss. Alice Phoebe",,0,0,W./C. 6609,7.55,147,False,False,True
205,1,3,"Cohen, Mr. Gurshon ""Gus""",18.0,0,0,A/5 3540,8.05,147,True,False,True
621,0,3,"Yasbeck, Mr. Antoni",27.0,1,0,2659,14.4542,147,True,False,False
24,1,1,"Sloper, Mr. William Thompson",28.0,0,0,113788,35.5,13,True,False,True
199,1,3,"Madigan, Miss. Margaret ""Maggie""",,0,0,370370,7.75,147,False,True,False
843,1,1,"Serepeca, Miss. Augusta",30.0,0,0,113798,31.0,147,False,False,False
740,0,3,"Nankoff, Mr. Minko",,0,0,349218,7.8958,147,True,False,True
121,0,2,"Hickman, Mr. Stanley George",21.0,2,0,S.O.C. 14879,73.5,147,True,False,True
478,0,3,"Braund, Mr. Lewis Richard",29.0,1,0,3460,7.0458,147,True,False,True
838,0,3,"Sirota, Mr. Maurice",,0,0,392092,8.05,147,True,False,True
791,0,3,"Keane, Mr. Andrew ""Andy""",,0,0,12460,7.75,147,True,True,False
363,0,3,"Barbara, Mrs. (Catherine David)",45.0,0,1,2691,14.4542,147,False,False,False
87,0,3,"Ford, Mr. William Neal",16.0,1,3,W./C. 6608,34.375,147,True,False,True
68,0,3,"Crease, Mr. Ernest James",19.0,0,0,S.P. 3464,8.1583,147,True,False,True
351,0,3,"Odahl, Mr. Nils Martin",23.0,0,0,7267,9.225,147,True,False,True
211,0,3,"Ali, Mr. Ahmed",24.0,0,0,SOTON/O.Q. 3101311,7.05,147,True,False,True
660,0,1,"Newell, Mr. Arthur Webster",58.0,0,2,35273,113.275,108,True,False,False
449,1,3,"Baclini, Miss. Marie Catherine",5.0,2,1,2666,19.2583,147,False,False,False
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52.0,1,1,12749,93.5,37,False,False,True
361,0,3,"Skoog, Mr. Wilhelm",40.0,1,4,347088,27.9,147,True,False,True
803,1,1,"Carter, Master. William Thornton II",11.0,1,2,113760,120.0,47,True,False,True
281,0,3,"Duane, Mr. Frank",65.0,0,0,336439,7.75,147,True,True,False
586,1,1,"Taussig, Miss. Ruth",18.0,0,2,110413,79.65,135,False,False,True
71,0,2,"Jenkin, Mr. Stephen Curnow",32.0,0,0,C.A. 33111,10.5,147,True,False,True
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50.0,0,1,PC 17558,247.5208,36,False,False,False
212,1,2,"Cameron, Miss. Clear Annie",35.0,0,0,F.C.C. 13528,21.0,147,False,False,True
45,1,3,"Devaney, Miss. Margaret Delia",19.0,0,0,330958,7.8792,147,False,True,False
409,0,3,"Birkeland, Mr. Hans Martin Monsen",21.0,0,0,312992,7.775,147,True,False,True
447,1,2,"Mellinger, Miss. Madeleine Violet",13.0,0,1,250644,19.5,147,False,False,True
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28.0,1,0,2003,26.0,147,False,False,True
169,0,1,"Baumann, Mr. John D",,0,0,PC 17318,25.925,147,True,False,True
197,0,3,"Mernagh, Mr. Robert",,0,0,368703,7.75,147,True,True,False
773,0,2,"Mack, Mrs. (Mary)",57.0,0,0,S.O./P.P. 3,10.5,136,False,False,True
73,0,2,"Hood, Mr. Ambrose Jr",21.0,0,0,S.O.C. 14879,73.5,147,True,False,True
423,0,3,"Zimmerman, Mr. Leo",29.0,0,0,315082,7.875,147,True,False,True
533,0,3,"Elias, Mr. Joseph Jr",17.0,1,1,2690,7.2292,147,True,False,False
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52.0,1,0,36947,78.2667,96,False,False,False
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",26.0,1,1,250651,26.0,147,False,False,True
312,1,1,"Ryerson, Miss. Emily Borie",18.0,2,2,PC 17608,262.375,35,False,False,False
890,1,1,"Behr, Mr. Karl Howell",26.0,0,0,111369,30.0,60,True,False,False
836,1,1,"Compton, Miss. Sara Rebecca",39.0,1,1,PC 17756,83.1583,130,False,False,False
834,0,3,"Augustsson, Mr. Albert",23.0,0,0,347468,7.8542,147,True,False,True
606,0,3,"Lindell, Mr. Edvard Bengtsson",36.0,1,0,349910,15.55,147,True,False,True
768,0,3,"Mangan, Miss. Mary",30.5,0,0,364850,7.75,147,False,True,False
540,1,1,"Frolicher, Miss. Hedwig Margaritha",22.0,0,2,13568,49.5,27,False,False,False
358,0,2,"Funk, Miss. Annie Clemmer",38.0,0,0,237671,13.0,147,False,False,True
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41.0,0,2,370129,20.2125,147,False,False,True
267,0,3,"Panula, Mr. Ernesti Arvid",16.0,4,1,3101295,39.6875,147,True,False,True
67,1,2,"Nye, Mrs. (Elizabeth Ramell)",29.0,0,0,C.A. 29395,10.5,142,False,False,True
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40.0,1,1,16966,134.5,124,False,False,False
779,0,3,"Kilgannon, Mr. Thomas J",,0,0,36865,7.7375,147,True,True,False
175,0,1,"Smith, Mr. James Clinch",56.0,0,0,17764,30.6958,14,True,False,False
494,0,1,"Artagaveytia, Mr. Ramon",71.0,0,0,PC 17609,49.5042,147,True,False,False
216,1,1,"Newell, Miss. Madeleine",31.0,1,0,35273,113.275,103,False,False,False
310,1,1,"Francatelli, Miss. Laura Mabel",30.0,0,0,PC 17485,56.9292,125,False,False,False
823,0,1,"Reuchlin, Jonkheer. John George",38.0,0,0,19972,0.0,147,True,False,True
251,0,3,"Reed, Mr. James George",,0,0,362316,7.25,147,True,False,True
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",9.0,0,2,363291,20.525,147,True,False,True
542,0,3,"Andersson, Miss. Ingeborg Constanzia",9.0,4,2,347082,31.275,147,False,False,True
626,0,1,"Sutton, Mr. Frederick",61.0,0,0,36963,32.3208,110,True,False,True
389,0,3,"Sadlier, Mr. Matthew",,0,0,367655,7.7292,147,True,True,False
77,0,3,"Staneff, Mr. Ivan",,0,0,349208,7.8958,147,True,False,True
282,0,3,"Olsson, Mr. Nils Johan Goransson",28.0,0,0,347464,7.8542,147,True,False,True
713,1,1,"Taylor, Mr. Elmer Zebley",48.0,1,0,19996,52.0,58,True,False,True
339,1,3,"Dahl, Mr. Karl Edwart",45.0,0,0,7598,8.05,147,True,False,True
328,1,2,"Ball, Mrs. (Ada E Hall)",36.0,0,0,28551,13.0,90,False,False,True
322,0,3,"Danoff, Mr. Yoto",27.0,0,0,349219,7.8958,147,True,False,True
546,0,1,"Nicholson, Mr. Arthur Ernest",64.0,0,0,693,26.0,147,True,False,True
591,0,3,"Rintamaki, Mr. Matti",35.0,0,0,STON/O 2. 3101273,7.125,147,True,False,True
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",19.0,1,0,11967,91.0792,31,False,False,False
466,0,3,"Goncalves, Mr. Manuel Estanslas",38.0,0,0,SOTON/O.Q. 3101306,7.05,147,True,False,True
815,0,3,"Tomlin, Mr. Ernest Portage",30.5,0,0,364499,8.05,147,True,False,True
443,0,3,"Petterson, Mr. Johan Emil",25.0,1,0,347076,7.775,147,True,False,True
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",40.0,1,1,29750,39.0,147,False,False,True
463,0,1,"Gee, Mr. Arthur H",47.0,0,0,111320,38.5,133,True,False,True
287,1,3,"de Mulder, Mr. Theodore",30.0,0,0,345774,9.5,147,True,False,True
210,1,1,"Blank, Mr. Henry",40.0,0,0,112277,31.0,8,True,False,False
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",,1,0,19996,52.0,58,False,False,True
228,0,3,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,A/5 21173,7.25,147,True,False,True
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",,1,0,17453,89.1042,86,False,False,False
513,1,1,"McGough, Mr. James Robert",36.0,0,0,PC 17473,26.2875,121,True,False,True
528,0,1,"Farthing, Mr. John",,0,0,PC 17483,221.7792,88,True,False,True
877,0,3,"Gustafsson, Mr. Alfred Ossian",20.0,0,0,7534,9.8458,147,True,False,True
97,0,1,"Goldschmidt, Mr. George B",71.0,0,0,PC 17754,34.6542,12,True,False,False
293,0,2,"Levy, Mr. Rene Jacques",36.0,0,0,SC/Paris 2163,12.875,90,True,False,False
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22.0,1,1,248738,29.0,147,False,False,True
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",48.0,1,3,W./C. 6608,34.375,147,False,False,True
530,0,2,"Hocking, Mr. Richard George",23.0,2,1,29104,11.5,147,True,False,True
219,1,1,"Bazzani, Miss. Albina",32.0,0,0,11813,76.2917,93,False,False,False
276,1,1,"Andrews, Miss. Kornelia Theodosia",63.0,1,0,13502,77.9583,113,False,False,True
79,1,2,"Caldwell, Master. Alden Gates",0.83,0,2,248738,29.0,147,True,False,True
786,0,3,"Harmer, Mr. Abraham (David Lishin)",25.0,0,0,374887,7.25,147,True,False,True
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",35.0,0,0,111426,26.55,147,True,False,False
797,1,1,"Leader, Dr. Alice (Farnham)",49.0,0,0,17465,25.9292,94,False,False,True
140,0,1,"Giglio, Mr. Victor",24.0,0,0,PC 17593,79.2,45,True,False,False
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",,1,0,2689,14.4583,147,False,False,False
495,0,3,"Stanley, Mr. Edward Roland",21.0,0,0,A/4 45380,8.05,147,True,False,True
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",,0,0,330980,7.8792,147,False,True,False
66,1,3,"Moubarek, Master. Gerios",,1,1,2661,15.2458,147,True,False,False
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",,0,0,239854,0.0,147,True,False,True
778,1,3,"Emanuel, Miss. Virginia Ethel",5.0,0,0,364516,12.475,147,False,False,True
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",49.0,1,0,PC 17485,56.9292,4,True,False,False
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",15.0,1,0,2659,14.4542,147,False,False,False
307,1,1,"Fleming, Miss. Margaret",,0,0,17421,110.8833,147,False,False,False
232,0,3,"Larsson, Mr. Bengt Edvin",29.0,0,0,347067,7.775,147,True,False,True
846,0,3,"Abbing, Mr. Anthony",42.0,0,0,C.A. 5547,7.55,147,True,False,True
50,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",18.0,1,0,349237,17.8,147,False,False,True
653,0,3,"Kalvik, Mr. Johannes Halvorsen",21.0,0,0,8475,8.4333,147,True,False,True
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44.0,1,0,244252,26.0,147,False,False,True
343,0,2,"Collander, Mr. Erik Gustaf",28.0,0,0,248740,13.0,147,True,False,True
595,0,2,"Chapman, Mr. John Henry",37.0,1,0,SC/AH 29037,26.0,147,True,False,True
886,0,3,"Rice, Mrs. William (Margaret Norton)",39.0,0,5,382652,29.125,147,False,True,False
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34.0,1,1,28220,32.5,147,False,False,True
214,0,2,"Givard, Mr. Hans Kristensen",30.0,0,0,250646,13.0,147,True,False,True
34,0,2,"Wheadon, Mr. Edward H",66.0,0,0,C.A. 24579,10.5,147,True,False,True
32,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",,1,0,PC 17569,146.5208,41,False,False,False
669,0,3,"Cook, Mr. Jacob",43.0,0,0,A/5 3536,8.05,147,True,False,True
585,0,3,"Paulner, Mr. Uscher",,0,0,3411,8.7125,147,True,False,False
515,0,3,"Coleff, Mr. Satio",24.0,0,0,349209,7.4958,147,True,False,True
689,0,3,"Fischer, Mr. Eberhard Thelander",18.0,0,0,350036,7.7958,147,True,False,True
110,1,3,"Moran, Miss. Bertha",,1,0,371110,24.15,147,False,True,False
78,0,3,"Moutal, Mr. Rahamin Haim",,0,0,374746,8.05,147,True,False,True
612,0,3,"Jardin, Mr. Jose Neto",,0,0,SOTON/O.Q. 3101305,7.05,147,True,False,True
644,1,3,"Foo, Mr. Choong",,0,0,1601,56.4958,147,True,False,True
83,1,3,"McDermott, Miss. Brigdet Delia",,0,0,330932,7.7875,147,False,True,False
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",36.0,1,0,226875,26.0,147,False,False,True
658,0,3,"Bourke, Mrs. John (Catherine)",32.0,1,1,364849,15.5,147,False,True,False
297,0,3,"Hanna, Mr. Mansour",23.5,0,0,2693,7.2292,147,True,False,False
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",,0,0,111427,26.55,147,True,False,True
809,0,2,"Meyer, Mr. August",39.0,0,0,248723,13.0,147,True,False,True
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",,1,0,PC 17604,82.1708,147,False,False,False
6,0,3,"Moran, Mr. James",,0,0,330877,8.4583,147,True,True,False
55,0,1,"Ostby, Mr. Engelhart Cornelius",65.0,0,1,113509,61.9792,23,True,False,False
399,0,2,"Pain, Dr. Alfred",23.0,0,0,244278,10.5,147,True,False,True
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",,1,0,17464,51.8625,97,False,False,True
522,0,3,"Vovk, Mr. Janko",22.0,0,0,349252,7.8958,147,True,False,True
364,0,3,"Asim, Mr. Adola",35.0,0,0,SOTON/O.Q. 3101310,7.05,147,True,False,True
98,1,1,"Greenfield, Mr. William Bertram",23.0,0,1,PC 17759,63.3583,91,True,False,False
418,1,2,"Silven, Miss. Lyyli Karoliina",18.0,0,2,250652,13.0,147,False,False,True
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",36.0,0,0,PC 17474,26.3875,121,True,False,True
853,0,3,"Boulos, Miss. Nourelain",9.0,1,1,2678,15.2458,147,False,False,False
434,0,3,"Kallio, Mr. Nikolai Erland",17.0,0,0,STON/O 2. 3101274,7.125,147,True,False,True
774,0,3,"Elias, Mr. Dibo",,0,0,2674,7.225,147,True,False,False
26,1,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",38.0,1,5,347077,31.3875,147,False,False,True
85,1,2,"Ilett, Miss. Bertha",17.0,0,0,SO/C 14885,10.5,147,False,False,True
11,1,3,"Sandstrom, Miss. Marguerite Rut",4.0,1,1,PP 9549,16.7,145,False,False,True
332,0,1,"Partner, Mr. Austen",45.5,0,0,113043,28.5,56,True,False,True
734,0,2,"Berriman, Mr. William John",23.0,0,0,28425,13.0,147,True,False,True
383,0,3,"Tikkanen, Mr. Juho",32.0,0,0,STON/O 2. 3101293,7.925,147,True,False,True
705,0,3,"Hansen, Mr. Henrik Juul",26.0,1,0,350025,7.8542,147,True,False,True
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",6.0,4,2,347082,31.275,147,False,False,True
119,0,1,"Baxter, Mr. Quigg Edmond",24.0,0,1,PC 17558,247.5208,36,True,False,False
537,0,1,"Butt, Major. Archibald Willingham",45.0,0,0,113050,26.55,26,True,False,True
362,0,2,"del Carlo, Mr. Sebastiano",29.0,1,0,SC/PARIS 2167,27.7208,147,True,False,False
30,0,3,"Todoroff, Mr. Lalio",,0,0,349216,7.8958,147,True,False,True
56,1,1,"Woolner, Mr. Hugh",,0,0,19947,35.5,71,True,False,True
866,1,2,"Bystrom, Mrs. (Karolina)",42.0,0,0,236852,13.0,147,False,False,True
596,0,3,"Van Impe, Mr. Jean Baptiste",36.0,1,1,345773,24.15,147,True,False,True
240,0,2,"Hunt, Mr. George Henry",33.0,0,0,SCO/W 1585,12.275,147,True,False,True
722,0,3,"Jensen, Mr. Svend Lauritz",17.0,1,0,350048,7.0542,147,True,False,True
82,1,3,"Sheerlinck, Mr. Jan Baptist",29.0,0,0,345779,9.5,147,True,False,True
260,1,2,"Parrish, Mrs. (Lutie Davis)",50.0,0,1,230433,26.0,147,False,False,True
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35.0,1,0,19943,90.0,87,False,False,True
717,1,1,"Endres, Miss. Caroline Louise",38.0,0,0,PC 17757,227.525,66,False,False,False
801,0,2,"Ponesell, Mr. Martin",34.0,0,0,250647,13.0,147,True,False,True
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17.0,1,0,17474,57.0,19,False,False,True
543,0,3,"Andersson, Miss. Sigrid Elisabeth",11.0,4,2,347082,31.275,147,False,False,True
327,0,3,"Nysveen, Mr. Johan Hansen",61.0,0,0,345364,6.2375,147,True,False,True
535,0,3,"Cacic, Miss. Marija",30.0,0,0,315084,8.6625,147,False,False,True
536,1,2,"Hart, Miss. Eva Miriam",7.0,0,2,F.C.C. 13529,26.25,147,False,False,True
484,1,3,"Turkula, Mrs. (Hedwig)",63.0,0,0,4134,9.5875,147,False,False,True
763,1,3,"Barah, Mr. Hanna Assi",20.0,0,0,2663,7.2292,147,True,False,False
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",,0,2,2668,22.3583,147,False,False,False
714,0,3,"Larsson, Mr. August Viktor",29.0,0,0,7545,9.4833,147,True,False,True
391,1,1,"Carter, Mr. William Ernest",36.0,1,2,113760,120.0,47,True,False,True
496,0,3,"Yousseff, Mr. Gerious",,0,0,2627,14.4583,147,True,False,False
483,0,3,"Rouse, Mr. Richard Henry",50.0,0,0,A/5 3594,8.05,147,True,False,True
378,0,1,"Widener, Mr. Harry Elkins",27.0,0,2,113503,211.5,79,True,False,False
366,0,3,"Adahl, Mr. Mauritz Nils Martin",30.0,0,0,C 7076,7.25,147,True,False,True
413,1,1,"Minahan, Miss. Daisy E",33.0,1,0,19928,90.0,78,False,True,False
469,0,3,"Scanlan, Mr. James",,0,0,36209,7.725,147,True,True,False
410,0,3,"Lefebre, Miss. Ida",,3,1,4133,25.4667,147,False,False,True
8,0,3,"Palsson, Master. Gosta Leonard",2.0,3,1,349909,21.075,147,True,False,True
581,1,2,"Christy, Miss. Julie Rachel",25.0,1,1,237789,30.0,147,False,False,True
156,0,1,"Williams, Mr. Charles Duane",51.0,0,1,PC 17597,61.3792,147,True,False,False
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",25.0,0,1,230433,26.0,147,False,False,True
426,0,3,"Wiseman, Mr. Phillippe",,0,0,A/4. 34244,7.25,147,True,False,True
102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",,0,0,349215,7.8958,147,True,False,True
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24.0,0,0,248747,13.0,147,False,False,True
425,0,3,"Rosblom, Mr. Viktor Richard",18.0,1,1,370129,20.2125,147,True,False,True
299,1,1,"Saalfeld, Mr. Adolphe",,0,0,19988,30.5,51,True,False,True
885,0,3,"Sutehall, Mr. Henry Jr",25.0,0,0,SOTON/OQ 392076,7.05,147,True,False,True
248,1,2,"Hamalainen, Mrs. William (Anna)",24.0,0,2,250649,14.5,147,False,False,True
479,0,3,"Karlsson, Mr. Nils August",22.0,0,0,350060,7.5208,147,True,False,True
306,1,1,"Allison, Master. Hudson Trevor",0.92,1,2,113781,151.55,62,True,False,True
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",24.0,1,0,244367,26.0,147,False,False,True
3,1,3,"Heikkinen, Miss. Laina",26.0,0,0,STON/O2. 3101282,7.925,147,False,False,True
406,0,2,"Gale, Mr. Shadrach",34.0,1,0,28664,21.0,147,True,False,True
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",21.0,2,2,PC 17608,262.375,35,False,False,False
261,0,3,"Smith, Mr. Thomas",,0,0,384461,7.75,147,True,True,False
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",,0,0,2626,7.2292,147,False,False,False
159,0,3,"Smiljanic, Mr. Mile",,0,0,315037,8.6625,147,True,False,True
555,1,3,"Ohman, Miss. Velin",22.0,0,0,347085,7.775,147,False,False,True
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",62.0,0,0,113572,80.0,21,False,False,False
678,1,3,"Turja, Miss. Anna Sofia",18.0,0,0,4138,9.8417,147,False,False,True
381,1,1,"Bidois, Miss. Rosalie",42.0,0,0,PC 17757,227.525,147,False,False,False
627,0,2,"Kirkland, Rev. Charles Leonard",57.0,0,0,219533,12.35,147,True,True,False
303,0,3,"Johnson, Mr. William Cahoone Jr",19.0,0,0,LINE,0.0,147,True,False,True
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42.0,1,0,SC/AH 3085,26.0,147,False,False,True
523,0,3,"Lahoud, Mr. Sarkis",,0,0,2624,7.225,147,True,False,False
405,0,3,"Oreskovic, Miss. Marija",20.0,0,0,315096,8.6625,147,False,False,True
844,0,3,"Lemberopolous, Mr. Peter L",34.5,0,0,2683,6.4375,147,True,False,False
356,0,3,"Vanden Steen, Mr. Leo Peter",28.0,0,0,345783,9.5,147,True,False,True
465,0,3,"Maisner, Mr. Simon",,0,0,A/S 2816,8.05,147,True,False,True
754,0,3,"Jonkoff, Mr. Lalio",23.0,0,0,349204,7.8958,147,True,False,True
213,0,3,"Perkin, Mr. John Henry",22.0,0,0,A/5 21174,7.25,147,True,False,True
450,1,1,"Peuchen, Major. Arthur Godfrey",52.0,0,0,113786,30.5,50,True,False,True
80,1,3,"Dowdell, Miss. Elizabeth",30.0,0,0,364516,12.475,147,False,False,True
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",36.5,0,2,230080,26.0,141,True,False,True
429,0,3,"Flynn, Mr. James",,0,0,364851,7.75,147,True,True,False
61,0,3,"Sirayanian, Mr. Orsen",22.0,0,0,2669,7.2292,147,True,False,False
661,1,1,"Frauenthal, Dr. Henry William",50.0,2,0,PC 17611,133.65,147,True,False,True
805,1,3,"Hedman, Mr. Oskar Arvid",27.0,0,0,347089,6.975,147,True,False,True
589,0,3,"Gilinski, Mr. Eliezer",22.0,0,0,14973,8.05,147,True,False,True
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",51.0,1,0,13502,77.9583,92,False,False,True
266,0,2,"Reeves, Mr. David",36.0,0,0,C.A. 17248,10.5,147,True,False,True
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",29.0,1,0,228414,26.0,147,False,False,True
709,1,1,"Cleaver, Miss. Alice",22.0,0,0,113781,151.55,147,False,False,True
545,0,1,"Douglas, Mr. Walter Donald",50.0,1,0,PC 17761,106.425,82,True,False,False
347,1,2,"Smith, Miss. Marion Elsie",40.0,0,0,31418,13.0,147,False,False,True
822,1,3,"Lulic, Mr. Nikola",27.0,0,0,315098,8.6625,147,True,False,True
634,0,1,"Parr, Mr. William Henry Marsh",,0,0,112052,0.0,147,True,False,True
457,0,1,"Millet, Mr. Francis Davis",65.0,0,0,13509,26.55,126,True,False,True
501,0,3,"Calic, Mr. Petar",17.0,0,0,315086,8.6625,147,True,False,True
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28.0,0,0,110564,26.55,71,True,False,True
446,1,1,"Dodge, Master. Washington",4.0,0,2,33638,81.8583,10,True,False,True
651,0,3,"Mitkoff, Mr. Mito",,0,0,349221,7.8958,147,True,False,True
173,1,3,"Johnson, Miss. Eleanor Ileen",1.0,1,1,347742,11.1333,147,False,False,True
451,0,2,"West, Mr. Edwy Arthur",36.0,1,2,C.A. 34651,27.75,147,True,False,True
315,0,2,"Hart, Mr. Benjamin",43.0,1,1,F.C.C. 13529,26.25,147,True,False,True
333,0,1,"Graham, Mr. George Edward",38.0,0,1,PC 17582,153.4625,85,True,False,True
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31.0,1,1,C.A. 31921,26.25,147,False,False,True
91,0,3,"Christmann, Mr. Emil",29.0,0,0,343276,8.05,147,True,False,True
835,0,3,"Allum, Mr. Owen George",18.0,0,0,2223,8.3,147,True,False,True
182,0,2,"Pernot, Mr. Rene",,0,0,SC/PARIS 2131,15.05,147,True,False,False
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39.0,1,1,17421,110.8833,75,False,False,False
796,0,2,"Otter, Mr. Richard",39.0,0,0,28213,13.0,147,True,False,True
70,0,3,"Kink, Mr. Vincenz",26.0,2,0,315151,8.6625,147,True,False,True
132,0,3,"Coelho, Mr. Domingos Fernandeo",20.0,0,0,SOTON/O.Q. 3101307,7.05,147,True,False,True
